Source,Target,Type
15543,2304,Directed
28748,25034,Directed
28748,13195,Directed
28748,31396,Directed
28748,2462,Directed
28748,24978,Directed
20808,34765,Directed
20808,26258,Directed
20808,9161,Directed
20808,5201,Directed
20808,19723,Directed
20808,18563,Directed
20808,40463,Directed
20808,19758,Directed
20808,23886,Directed
20808,31184,Directed
20808,3090,Directed
20808,40942,Directed
20808,20808,Directed
20808,35035,Directed
20808,4800,Directed
20808,19056,Directed
20808,7963,Directed
20808,39384,Directed
20808,18608,Directed
20808,26390,Directed
20808,36059,Directed
13440,27253,Directed
13440,35217,Directed
13440,21688,Directed
13440,16968,Directed
13440,16710,Directed
13440,20873,Directed
13440,20357,Directed
13440,6852,Directed
13440,30291,Directed
13440,7206,Directed
13440,32389,Directed
13440,3616,Directed
13440,22172,Directed
13440,7348,Directed
13440,23877,Directed
13440,16224,Directed
13440,33004,Directed
13440,43417,Directed
13440,33593,Directed
13440,35217,Directed
13440,14887,Directed
13440,42435,Directed
13440,3087,Directed
13440,19279,Directed
13440,668,Directed
13440,9953,Directed
13440,13440,Directed
13440,19679,Directed
13440,32359,Directed
13440,7348,Directed
13440,30113,Directed
13440,23877,Directed
13440,41092,Directed
13440,4705,Directed
13440,444,Directed
13440,30116,Directed
13440,5960,Directed
13440,31715,Directed
13440,23703,Directed
13440,18624,Directed
13440,11332,Directed
13440,4787,Directed
13440,17814,Directed
13440,37202,Directed
13440,38712,Directed
13440,25663,Directed
13440,29694,Directed
13440,20873,Directed
13440,40652,Directed
13440,16336,Directed
13440,13440,Directed
13440,23216,Directed
13440,42745,Directed
13440,6887,Directed
13440,40540,Directed
13440,5253,Directed
13440,14102,Directed
13440,12913,Directed
